datetime,url,edition,topics,title,text
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/bury/,,Бывший СССР,Звиад Гамсахурдия похоронен в Тбилиси,"В Тбилиси прошла церемония перезахоронения первого президента Грузии Звиада Гамсахурдии. Его останки преданы земле в Мтацминдском пантеоне общественных деятелей и писателей Грузии. Проститься с бывшим президентом пришли десятки тысяч людей, передает РИА Новости. Среди участников церемонии - президент Грузии Михаил Саакашвили, спикер парламента Нино Бурджанадзе и премьер-министр Зураб Ногаидели. Россию представлял посол РФ в Грузии Вячеслав Коваленко. Церемония прощания состоялась перед зданием парламента Грузии на проспекте Руставели. Гроб с останками бывшего президента установили на мраморном постаменте, накрыв государственным флагом Грузии времен Гамсахурдии. Звиад Гамсахурдия погиб в 1993 году при невыясненных обстоятельствах в западной части Грузии. По одной из версий, он покончил с собой. В 1994 году его прах был перевезен в Чечню и захоронен в Грозном. В марте 2007 года могила, лишенная надгробной плиты, была найдена и вскрыта. Российские эксперты подтвердили, что в могиле находились останки Гамсахурдии, после чего прах бывшего грузинского лидера отправили на родину."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/choice/,,Культура,В Лос-Анджелесе наградили детских кумиров,"В Лос-Анджелесе в субботу вечером (воскресенье утром по московскому времени) завершилась 20-я ежегодная церемония вручения наград Nickelodeon Kids Choice Awards, сообщает E! Online. Обладателей наград определяли в результате голосования телезрителей телеканала Nickelodeon для детей. В общей сложности в процедуре выбора наиболее достойных звезд шоу-бизнеса приняли участие 25 миллионов человек. Награду в самой престижной номинации - Wannabe Award (""Звезда, на которую мы хотим быть похожими"") - на 20-й церемонии получил комик Бен Стиллер. Звание ""любимого киноактера"" дети в 2007 году также присвоили комику - Адаму Сандлеру. Награда ""любимой киноактрисе"" досталась юной кинозвезде Дакоте Фэнниг. Лучшим фильмом года дети назвали ""Пиратов Карибского моря: Сундук мертвеца"". Сыгравший в фильме одну из главных ролей Джонни Депп также претендовал на Kids Choice Awards в номинации ""любимый киноактер"", однако проиграл Адаму Сандлеру. Лучшим полнометражным анимационным фильмом стал ""Делай ноги"", а мультсериалом - ""Губка Боб-Квадратные штаны"". В ""музыкальных"" номинация победили: Black Eyed Peas, ставшие группой года, Джастин Тимберлейк - исполнитель года и Бейонс Ноулс - исполнительница года. По многолетней традиции церемонии, каждого обладателя Kids Choice Award обливают ""зеленой слизью"". Лишь однажды этот порядок был нарушен - когда певица Пинк получала несколько лет назад награду ""лучшей исполнительнице"", ее облили ""слизью"" розового цвета, соответствующей ее сценическому псевдониму. Kids Choice Award считается одной из самых веселых церемоний награждений в Голливуде, что ежегодно привлекает на нее звезд шоу-бизнеса."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/cska/,,Спорт,"ЦСКА обыграл ""Ак Барс"" и сократил счет в полуфинальной серии","В Москве состоялся третий матч полуфинальной серии плей-офф чемпионата России по хоккею между столичным ЦСКА и казанским ""Ак Барсом"". Армейцы сумели одержать победу и сократили счет в серии. Поединок на льду армейцев начался так же, как и два матча в Казани – ""Ак Барс"" открыл счет. Произошло это на 4-й минуте, когда казанская команда играла в большинстве. Шайбу в ворота Константина Симчука забросил Алексей Терещенко. В первом периоде счет не изменился, а во второй 20-минутке ЦСКА сумел забросить две шайбы в течение минуты и вышел вперед. Сначала с передачи Алексея Симакова счет открыл капитан ЦСКА Вадим Епанчинцев, а затем ворота Мики Норонена с передачи Андрея Никитенко поразил Юрий Добрышкин. В самом начале третьего периода Игорь Мусатов восстановил равновесие, причем ""Ак Барс"" продолжал атаковать, но уверенно армейский голкипер. За три минуты до финальной сирены ЦСКА сумел реализовать численное преимущество и выйти вперед – шайбу после передач Сергея Широкова и Дениса Паршина забросил Александр Никулин. В оставшееся время хоккеисты ""Ак Барса"" отыграться не смогли, и теперь командам предстоит четвертый поединок. Он состоится в Москве 2 апреля."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/debt/,,Россия,Бельгия припомнила России дореволюционные долги,"Бельгийские власти намерены в суде добиваться от России компенсационных выплат по дореволюционным ценным бумагам, сообщает в воскресенье РИА Новости со ссылкой на публикацию  в бельгийской газете Le Soir от 29 марта 2007 года. По данным этого издания, в настоящее время власти Бельгии готовят запрос на выплату 1,5 миллиарда евро по 1600 досье. Общая же стоимость утраченного бельгийцами в России движимого и недвижимого имущества оценивается в 15 миллиардов евро. Такие данные приводит ассоциации Scripta Russiae Manent, целью которой является защита прав бельгийских собственников, понесших материальный ущерб в результате революции в России в 1917 году. ""Бельгия не может согласиться с выдвигаемой (российской стороной) аргументацией. В настоящее время изучается возможность юридического ответа"", - приводит газета слова Дидье Сеуса, пресс-секретаря бельгийского премьер-министра. По информации Le Soir, Бельгия в 2001 и 2002 годах по дипломатическим каналам обращалась к  правительству России с просьбой компенсировать потери по ценным бумагам царской России. Однако российские власти ответили отказом. Между тем, по информации бельгийского издания, в 1991 году власти РФ компенсировали потери владельцам дореволюционных ценных бумаг во Франции, а в 1996 году и в Великобритании."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/discs/,,Наука и техника,Михаил Фрадков выгнал диски из палаток,"Премьер-министр Михаил Фрадков подписал постановление о запрете на продажу любых кассет, дискет и оптических носителей, содержащих музыку, программное обеспечение, фильмы и игры с лотков и в палатках. Согласно решению правительства РФ от 27 марта 2007 года, отныне заниматься торговлей дисками могут заниматься только специализированные магазины, сообщает ""Российская Газета"". Помимо запрета на распространение носителей вне специализированных магазинов, вводятся жесткие требования к продаже таких товаров. Согласно тексту нового постановления, отныне продавец обязан предоставить покупателю определенную информацию о продаваемых дисках: название производителя и его адрес, технические характеристики носителя, сведения об обладателе авторского права. Помимо этого, продавцам при реализации кинофильмов придется рассказывать потенциальным покупателям основные фильмографические данные  (жанр, аннотация, сведения об авторе сценария, режиссере, композиторе), предупредить о продолжительности фильма и возрастных ограничениях. Продавать диски можно будет только в заводской упаковке. Каждый специализированный магазин должен иметь соответствующую аппаратуру для того, чтобы клиент, по его желанию, мог ознакомиться с фрагментами приобретаемого фильма, либо проверить, например, диск с программным обеспечением на работоспособность."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/embassy/,,Мир,Британское посольство в Тегеране забросали самодельными бомбами,"На территории посольства Великобритании в Тегеране произошло несколько взрывов, передает агентство Reuters со ссылкой на очевидцев. Один из них рассказал, что в здание диппредставительства бросили восемь небольших самодельных бомб. В результате взрывов никто не пострадал, зданию не причинено никакого ущерба. Рядом с посольством проходит студенческая демонстрация против британских моряков, которые были захвачены иранскими военными по обвинению в нарушении иранской границы. У ворот посольства, по данным Reuters, собрались около 100 человек. Один из очевидцев сообщил, что участники акции устроили небольшую стычку с полицейскими, оцепившими здание. AFP сообщает, что в демонстрации принимают участие примерно 200 человек. Они требуют суда и наказания для захваченных британских моряков. Агентство отмечает, что студенты забрасывают здание посольства камнями и петардами. 15 британских военных моряков были захвачены 23 марта на морском участке границы Ирана с Ираком. Иранские власти обвиняют моряков в нарушении границы. Официальный Лондон утверждает, что военнослужащие находились в территориальных водах Ирака, и требует немедленно освободить арестованных. Между тем по иранскому телевидению была показана запись, на которой один из пленных моряков приносит извинения иранскому народу и признается, что британцы действительно нарушили границу. Кроме того, в прессе сообщалось о письме военнослужащей Фэй Терни, единственной женщины среди задержанных британцев. Она сообщила, что моряки были захвачены в иранских водах. Британское правительство считает, что эти признания могли быть получены под давлением."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/fight/,,Россия,В Ижевске погиб избитый скинхедами скейтер,"В Ижевске погиб молодой человек, избитый неонацистами 27 марта. Как ""Ленте.Ру"" заявил дежурный врач второго нейрохирургического отделения Городской клинической больницы №7 Ижевска, Станислав Корепанов скончался в субботу от черепно-мозговой травмы. По данным информационного портала Удмуртии ""Udm-Info"", который ссылается на пресс-службу республиканского МВД, 18-летний Станислав был госпитализирован в пятницу, 27 марта, в 23 часа бригадой скорой помощи в седьмую горбольницу с диагнозом ""ОЧМТ (открытая черепно-мозговая травма), УГМ (ушиб головного мозга), перелом основания черепа, ушибленные раны теменной и затылочной области головы, кома"". По информации ижевской газеты ""День"", которая ссылается на очевидцев происшествия, драка  произошла поздно вечером в сквере имени 40-летия Пионерии, недалеко от Вечного огня. На группу скейтеров напали более 20 скинхедов и избили их. В пресс-службе удмуртского МВД порталу ""Udm-Info"" подтвердили, что ""за нанесение побоев было задержано четверо - 19-летний Алмаз, 18-летний Рустам, 17-летний Александр и 18-летний ранее судимый Антон""."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/force/,,Мир,ФАТХ создает спецназ для борьбы с ХАМАСом,"Палестинское движение ФАТХ формирует новую вооруженную группировку специального назначения для борьбы со сторонниками движения ХАМАС. В спецназ уже набраны 1400 бойцов, к ним должны присоединиться еще 1000 человек, лояльных главе палестинской администрации Махмуду Аббасу. По утверждению источников газеты Haaretz, перемирие между ФАТХом и ХАМАСом носит лишь временный характер. Один из источников заявил, что столкновения возобновятся, как только сторонники ХАМАСа почувствуют, что могут ""взять верх над ФАТХом с помощью военной силы"". Командиром новой группировки ФАТХа стал Сами Абу Самхадана (Sami Abu Samhadana), сторонник Мохаммеда Дахлана, который является главой Совета национальной безопасности Палестинской автономии и одним из помощников Аббаса. В спецназ вошли офицеры палестинской разведки и службы национальной безопасности. По данным Haaretz, 350 бойцов группировки прошли тренировочный курс в Египте под руководством палестинских и египетских инструкторов. ФАТХ и ХАМАС заключили перемирие в конце января 2007 года, после многочисленных вооруженных столкновений, жертвами которых стали десятки палестинцев. В середине марта а Палестинской автономии было создано новое правительство, в состав которого вошли представители ФАТХа и ХАМАСа."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/grades/,,Мир,"Збигнев Бжезинский поставил ""двойку"" президенту Бушу","Известный американский политолог Збигнев Бжезинский считает, что ни один из трех американских президентов, занимавших Белый дом после завершения ""холодной войны"", не был в состоянии должным образом отстаивать интересы США на международной арене. По мнению Бжезинского, если выставлять американским президентам ""оценки"" по принятой в школах США шестибалльной системе, лишь работу Джорджа Буша-старшего можно оценить на ""хорошо"" (балл B). Его сын - Джордж Буш-младший - удостоился от Бжезинского самой низкой оценки - F (""очень плохо""). Такие выводы Бжезинский излагает в своей новой книге ""Second Chance"" (""Второй шанс""), выходящей в апреле в США. Рецензия на книгу известного политолога опубликована 31 марта на сайте американской версии журнала Newsweek. Ни один из американских президентов, пришедших к власти после завершения ""холодной войны"", отмечает политолог, не сумел выработать действенные методы борьбы с этническими, экономическими и религиозными конфликтами, происходящими в мире. Относительно высокий балл, поставленный президенту Джорджу Бушу-старшему, Бжезинский объясняет тем, что за время его нахождения в Белом доме были эффективно решены проблемы, связанные с распадом Советского Союза, объединением Западной и Восточной Германии, а также военной кампании против Ирака. Более высокий балл Буш-старший не заслужил потому, что ему не удалось ""развить свой успех и добиться установления мира на Ближнем Востоке и преобразования России"". Президент Билл Клинтон получил от Бжезинского оценку C (""посредственно""). Сильными сторонами политики Клинтона Бжезинский назвал его усилия по расширению НАТО за счет стран Восточной Европы и проведению военной операции в Югославии. Однако, считает политолог, Клинтон слишком верил в то, что глобализация сама по себе способна решить большинство острых проблем мирового сообщества. Действующего же президента Джорджа Буша-младшего Бжезинский удостоил самой низкой из возможных оценок - F (""очень плохо""). Глава книги политолога, посвященная Бушу-младшему, носит название ""Catastrophic Leadership"" (""Катастрофическое руководство""). Бжезинский, отмечает Newsweek, является многолетним последовательным критиком действующего президента США. В книге ""Second Chance"" политолог вновь упрекает Буша-младшего в ""исламофобской демагогии"" и ""привычке относиться к демократии, как к инструменту, используемому для оправдания применения военной силы"". Касаясь военной кампании в Ираке, начатой в 2003 году, Бжезинский пишет, что ""эта война не только заставила отвернуться от США весь остальной мир"", но и ""гибельным образом повлияла на положении Америки на мировой арене"". В заключении Бжезинский призывает и нового президента США, который займет Белый дом после выборов 2008 года, и простых американцев ""придерживаться общечеловеческих ценностей, включающих в себя демократию и свободу, и при этом не относиться пренебрежительно к особенностям культур других народов""."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/hikone/,,Культура,В Японии состоялся самый продолжительный концерт,"На железнодорожной станции Ториимото (Toriimoto), расположенной в японском городе Хиконе (Hikone), состоялся самый продолжительный музыкальный концерт, сообщает Associated Press. Концерт длился 184 часа (с 23 по 31 марта 2007 года). Интервалы между выступлениями отдельных исполнителей составляли не более пяти минут. В мероприятии приняли участие более девятисот музыкантов в возрасте от шести до восьмидесяти девяти лет. Программа была весьма разнообразна и включала как хиты The Beatles, так и традиционные японские произведения, исполняемые на арфе. Напомним, что в прошлое воскресенье, 25 марта 2007 года, у берегов Японии случилось достаточно сильное землетрясение (6,9 баллов по шкале Рихтера). На сцене в этот момент находилась пианистка, которая не прервала своего выступления, несмотря на толчок. Сообщается, что рекорд не был бы засчитан, если бы какой-либо из музыкантов остановился менее чем через две минуты после начала исполнения. Ранее самым длинным концертом, зарегистрированным в ""Книге рекордов Гиннесса"", было состоявшееся пять лет назад в Канаде мероприятие, продолжительность которого составляла 182 часа."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/inkas/,,Россия,Московский инкассатор отразил нападение грабителя на скутере,"В субботу, 31 марта, на северо-востоке Москвы у входа в магазин ""Копейка"" инкассатор подвергся нападению грабителя, сообщает РИА Новости. ""Накануне на улице Корнейчука, в доме 36, у входа в магазин ""Копейка"" неизвестный преступник выстрелил в спину инкассатору из сигнальной ракетницы. После этого злоумышленник выхватил сумку, в которой находилось более 300 тысяч рублей, и попытался скрыться на скутере"", - рассказал источник в правоохранительных органах столицы. Однако, по информации источника ""Интерфакса"" в московской милиции, в сумке инкассатора находилось 32 тысячи рублей. ""Инкассатор произвел четыре выстрела из служебного пистолета Макарова, повредил транспортное средство, после чего нападавший бросил скутер, сумку с деньгами, обрез винтовки с 10 патронами калибра 7,62 мм и скрылся"", - сообщил источник. По факту нападения возбуждено уголовное дело по статьям 30 и 105 УК РФ (покушение на убийство). Ведутся поиски преступника."
2007-04-01 12:00:00,https://lenta.ru/news/2007/04/01/katsav/,,Мир,Президенту Израиля приготовили второе обвинение в изнасиловании,"Юридический советник правительства Израиля Менахем Мазуз решил включить еще один эпизод изнасилования в проект обвинительного заключения по делу израильского президента Моше Кацава. Соответствующее уведомление передано адвокатам главы государства, сообщает газета Haaretz. Окончательное решение о предъявлении обвинения будет принято после 2 апреля, когда состоятся слушания, на которых Кацав сможет ответить на вопросы следствия. Кацава подозревают в изнасиловании сотрудницы Министерства туризма, которая работала под его руководством. В своей новой жалобе она утверждает, что израильский президент дважды изнасиловал ее. В первой жалобе этой женщины упоминался только один случай изнасилования. На допросе Кацав объявил себя невиновным. Адвокаты президента Израиля утверждают, что с начала следствия женщина неоднократно меняла свои показания. Ранее Мазуз включил в проект обвинительного заключения по делу Кацава другой эпизод изнасилования и сексуальных домогательств по отношению к бывшей сотруднице. Кроме того, президента Израиля подозревают в превышении властных полномочий. Кацав отвергает все обвинения, утверждая, что за ними стоят его политические противники. В конце января 2007 года Кацав объявил о временном сложении полномочий президента. Некоторые депутаты Кнессета требовали объявить Кацаву импичмент, однако специальная парламентская комиссия не стала начинать процедуру отстранения от власти."
